120	YBR156C	29	Saccharomycetaceae
121	YPL018W	31	Saccharomycetales
122	YFL056C	661	Fungi
123	YOR322C	293	Ascomycota
124	YHL001W	1	Saccharomyces cerevisiae
125	YAL068W-A	2	Fungi
126	YDR478W	68	Ascomycota
127	YDL159W-A	1	Saccharomyces cerevisiae
128	YLR114C	706	Fungi
129	YER117W	718	Fungi
130	YOR314W-A	2	Saccharomycetaceae
131	YPL178W	784	Fungi
132	YDR011W	787	Fungi
133	YGR287C	576	Fungi
134	YLR223C	36	Saccharomycetales
135	YMR158C-A	1	Saccharomyces cerevisiae
136	YGR088W	740	Fungi
137	YPL273W	600	Fungi
138	YMR025W	16	Saccharomycetaceae
139	YML009C	485	Fungi
140	YBR178W	1	Saccharomyces cerevisiae
141	YNL020C	793	Fungi
142	YPR048W	788	Fungi
143	YPL098C	697	Fungi
144	YBR160W	795	Fungi
145	YML032C	99	Fungi
146	YMR059W	319	Fungi
147	YIL069C	1	Saccharomyces cerevisiae
148	YIL127C	82	Saccharomycetales
149	YKL041W	763	Fungi
150	YJL215C	1	Saccharomyces cerevisiae
151	YLR061W	1	Saccharomyces cerevisiae
152	YNR061C	34	Ascomycota
153	YNL205C	1	Saccharomyces cerevisiae
154	YBR171W	743	Fungi
155	YDR171W	50	Fungi
156	YGL070C	756	Fungi
157	YBR096W	663	Fungi
158	YHR101C	113	Fungi
159	YDR103W	55	Saccharomycetales
160	YGR161C	14	Saccharomycetales
161	YOR014W	754	Fungi
162	YJL130C	757	Fungi
163	YGL106W	787	Fungi
164	YOL152W	748	Fungi
165	YPL047W	108	Fungi
166	YDR134C	82	Ascomycota
167	YER033C	31	Saccharomycetales
168	YDL087C	760	Fungi
169	YDL162C	1	Saccharomyces cerevisiae
170	YDR162C	251	Fungi
171	YER084W	9	Fungi
172	YGL043W	759	Fungi
173	YMR027W	745	Fungi
174	YLR099W-A	624	Fungi
175	YHR009C	723	Fungi
176	YGL008C	794	Fungi
177	YBR101C	742	Fungi
178	YCR011C	787	Fungi
179	YHL028W	38	Ascomycota
180	YEL043W	146	Ascomycota
181	YDR050C	782	Fungi
182	YEL002C	758	Fungi
183	YDR457W	685	Fungi
184	YMR260C	782	Fungi
185	YHR180W	3	Saccharomyces
186	YER121W	4	Saccharomyces
187	YGL259W	398	Fungi
188	YIR004W	727	Fungi
189	YJL077W-B	1	Saccharomyces cerevisiae
190	YOL063C	26	Saccharomycetales
191	YMR211W	667	Fungi
192	YDR179W-A	187	Ascomycota
193	YMR156C	540	Fungi
194	YLR270W	749	Fungi
195	YPL101W	586	Fungi
196	YDL069C	8	Saccharomycetaceae
197	YBR199W	774	Fungi
198	YJL120W	2	Fungi
199	YGL136C	716	Fungi
200	YLR423C	335	Fungi
201	YMR176W	486	Fungi
202	YJL193W	735	Fungi
203	YER165W	794	Fungi
204	YEL059W	3	Fungi
205	YKL028W	720	Fungi
206	YOR317W	791	Fungi
207	YER066W	794	Fungi
208	YDR329C	672	Fungi
209	YNL106C	749	Fungi
210	YIL120W	754	Fungi
211	YHL027W	52	Fungi
212	YDL099W	49	Ascomycota
213	YOL125W	150	Fungi
214	YNL278W	64	Fungi
215	YIL011W	25	Fungi
216	YER170W	790	Fungi
217	YOR246C	775	Fungi
218	YLR289W	766	Fungi
219	YDL171C	740	Fungi
220	YKL126W	794	Fungi
221	YNL198C	1	Saccharomyces cerevisiae
222	YGL198W	676	Fungi
223	YGR089W	69	Ascomycota
224	YKR038C	785	Fungi
225	YDL102W	780	Fungi
226	YEL038W	425	Fungi
227	YIL079C	327	Fungi
228	YNL169C	760	Fungi
229	YCL047C	658	Fungi
230	YNR067C	586	Fungi
231	YFL051C	16	Saccharomycetales
232	YGR204C-A	1	Saccharomyces cerevisiae
233	YJL198W	749	Fungi
234	YNL334C	714	Fungi
235	YBR045C	11	Saccharomycetaceae
236	YOR144C	84	Fungi
237	YNL295W	36	Saccharomycetales
238	YDL174C	763	Fungi
239	YGR212W	152	Fungi
240	YPL144W	39	Saccharomycetales
241	YOR174W	347	Fungi
242	YPL067C	617	Fungi
243	YGL226W	679	Fungi
244	YDR239C	27	Saccharomycetaceae
245	YIL052C	1	Saccharomyces cerevisiae
246	YCL055W	262	Fungi
247	YDR514C	517	Fungi
248	YNL282W	96	Fungi
249	YGL060W	106	Ascomycota
250	YDR060W	725	Fungi
251	YKL103C	771	Fungi
252	YMR314W	794	Fungi
253	YML004C	740	Fungi
254	YKL025C	740	Fungi
255	YDR140W	749	Fungi
256	YLR410W	753	Fungi
257	YBR159W	792	Fungi
258	YDR427W	770	Fungi
259	YHR153C	23	Fungi
260	YHR071W	754	Fungi
261	YAL037W	40	Saccharomycetales
262	YML106W	749	Fungi
263	YJR016C	754	Fungi
264	YDR265W	719	Fungi
265	YLR153C	791	Fungi
266	YOR162C	122	Fungi
267	YER166W	793	Fungi
268	YCL026C-B	548	Fungi
269	YDR250C	2	Saccharomyces
270	YMR309C	752	Fungi
271	YLR094C	38	Saccharomycetales
272	YKR030W	464	Fungi
273	YBR251W	776	Fungi
274	YGR038W	756	Fungi
275	YDR319C	518	Fungi
276	YLR164W	751	Fungi
277	YBR122C	490	Fungi
278	YIR010W	49	Saccharomycetales
279	YPR118W	736	Fungi
280	YGR203W	746	Fungi
281	YOL151W	719	Fungi
282	YDL105W	688	Fungi
283	YMR089C	766	Fungi
284	YIL132C	37	Saccharomycetaceae
285	YPL117C	769	Fungi
286	YNL304W	145	Fungi
287	YDR262W	301	Fungi
288	YKR040C	2	Ascomycota
289	YFR038W	795	Fungi
290	YMR182C	343	Fungi
291	YDL204W	477	Fungi
292	YLR428C	2	Fungi
293	YPR169W	602	Fungi
294	YDL113C	744	Fungi
295	YGR123C	794	Fungi
296	YDR128W	662	Fungi
297	YNL211C	80	Ascomycota
298	YDL189W	189	Fungi
299	YCR087W	1	Saccharomyces cerevisiae
300	YDL169C	34	Saccharomycetales
301	YMR033W	1	Saccharomyces cerevisiae
302	YLR449W	558	Fungi
303	YPR015C	217	Fungi
304	YNL207W	790	Fungi
305	YFR037C	767	Fungi
306	YMR251W-A	9	Saccharomycetaceae
307	YDR183W	607	Fungi
308	YOR269W	794	Fungi
309	YLR183C	381	Fungi
310	YLR089C	763	Fungi
311	YJL152W	1	Saccharomyces cerevisiae
312	YPL150W	86	Fungi
313	YCR108C	1	Saccharomyces cerevisiae
314	YHR111W	777	Fungi
315	YGR218W	776	Fungi
316	YBR157C	19	Saccharomycetaceae
317	YMR081C	23	Ascomycota
318	YHR187W	509	Fungi
319	YHR177W	99	Fungi
320	YLR236C	1	Saccharomyces cerevisiae
321	YOL047C	108	Fungi
322	YDR423C	48	Fungi
323	YER151C	722	Fungi
324	YGL033W	1	Saccharomyces cerevisiae
325	YPR102C	781	Fungi
326	YPL198W	4	Ascomycota
327	YJL217W	254	Fungi
328	YBR017C	762	Fungi
329	YOR235W	2	Saccharomyces cerevisiae
330	YCR022C	1	Saccharomyces cerevisiae
331	YER042W	745	Fungi
332	YFR032C	707	Fungi
333	YDR495C	77	Fungi
334	YPL005W	72	Fungi
335	YIL169C	6	Saccharomyces
336	YHR007C	762	Fungi
337	YFL061W	462	Fungi
338	YGL162W	63	Fungi
339	YDL199C	766	Fungi
340	YPL279C	693	Fungi
341	YGL007W	3	Ascomycota
342	YBR040W	217	Fungi
343	YMR056C	769	Fungi
344	YOR253W	287	Fungi
345	YDL150W	97	Fungi
346	YGL097W	793	Fungi
347	YDR029W	2	Fungi
348	YKL096C-B	1	Saccharomyces cerevisiae
349	YGR264C	789	Fungi
350	YKR091W	35	Saccharomycetales
351	YDR307W	782	Fungi
352	YNL100W	44	Fungi
353	YNL311C	38	Saccharomycetales
354	YDR151C	85	Fungi
355	YNL286W	721	Fungi
356	YNR051C	90	Fungi
357	YER076W-A	2	Saccharomyces
358	YPL104W	781	Fungi
359	YPR065W	57	Fungi
360	YDL161W	701	Fungi
361	YBR027C	1	Saccharomyces cerevisiae
362	YLR188W	786	Fungi
363	YBR287W	731	Fungi
364	YLR147C	784	Fungi
365	YBR241C	787	Fungi
366	YMR132C	682	Fungi
367	YFR046C	21	Saccharomycetaceae
368	YHR174W	784	Fungi
369	YJL072C	712	Fungi
370	YJR083C	32	Fungi
371	YBR012C	8	Ascomycota
372	YDL073W	41	Saccharomycetales
373	YML051W	393	Fungi
374	YPR027C	8	Saccharomycetaceae
375	YML019W	718	Fungi
376	YLR001C	221	Fungi
377	YNL309W	38	Saccharomycetales
378	YHR013C	785	Fungi
379	YFL047W	720	Fungi
380	YOL016C	795	Fungi
381	YDR248C	733	Fungi
382	YGR002C	741	Fungi
383	YPR125W	758	Fungi
384	YAL027W	41	Saccharomycetales
385	YDR330W	577	Fungi
386	YLR109W	745	Fungi
387	YGL164C	543	Fungi
388	YLR046C	694	Fungi
389	YPL231W	736	Fungi
390	YBR005W	120	Ascomycota
391	YML104C	689	Fungi
392	YNL063W	643	Fungi
393	YGR079W	24	Saccharomycetaceae
394	YDR102C	1	Saccharomyces cerevisiae
395	YER053C	770	Fungi
396	YPL210C	525	Fungi
397	YOR074C	773	Fungi
398	YKL006W	1	Saccharomyces cerevisiae
399	YPL028W	777	Fungi
400	YCR075W-A	40	Saccharomycetales
401	YMR317W	3	Saccharomyces
402	YER131W	780	Fungi
403	YJR125C	602	Fungi
404	YMR152W	737	Fungi
405	YPR159W	568	Fungi
406	YNL254C	73	Saccharomycetales
407	YGL243W	635	Fungi
408	YHR004C	778	Fungi
409	YNR056C	734	Fungi
410	YBR230C	1	Saccharomyces cerevisiae
411	YOR095C	760	Fungi
412	YMR017W	688	Fungi
413	YFL025C	640	Fungi
414	YKR024C	795	Fungi
415	YKR006C	66	Saccharomycetales
416	YGR230W	213	Fungi
417	YOL052C	739	Fungi
418	YGL192W	260	Fungi
419	YDL004W	755	Fungi
420	YPL217C	681	Fungi
421	YML082W	750	Fungi
422	YNL095C	292	Fungi
423	YPL126W	233	Fungi
424	YPR083W	53	Saccharomycetales
425	YLR418C	717	Fungi
426	YLR131C	38	Fungi
427	YDR264C	695	Fungi
428	YNL239W	636	Fungi
429	YNL160W	262	Fungi
430	YCR072C	795	Fungi
431	YFR054C	3	Saccharomyces
432	YPR021C	424	Fungi
433	YGL211W	772	Fungi
434	YFR014C	795	Fungi
435	YBL104C	662	Fungi
436	YDL097C	788	Fungi
437	YJL206C	723	Fungi
438	YIR008C	777	Fungi
439	YKR092C	57	Fungi
440	YNL194C	497	Fungi
441	YAL059W	98	Ascomycota
442	YPR010C-A	1	Saccharomyces cerevisiae
443	YEL060C	784	Fungi
444	YDR295C	78	Fungi
445	YIL143C	785	Fungi
446	YNL210W	17	Ascomycota
447	YNR037C	787	Fungi
448	YNL163C	791	Fungi
449	YIL138C	754	Fungi
450	YOR264W	26	Saccharomycetaceae
451	YJR143C	788	Fungi
452	YMR115W	92	Saccharomycetales
453	YJL082W	688	Fungi
454	YOR131C	573	Fungi
455	YJL124C	770	Fungi
456	YCL034W	667	Fungi
457	YBL013W	690	Fungi
458	YKL040C	752	Fungi
459	YDR397C	2	Saccharomyces cerevisiae
460	YOR245C	733	Fungi
461	YPR133W-A	93	Fungi
462	YNL080C	131	Fungi
463	YKL010C	700	Fungi
464	YHR118C	68	Ascomycota
465	YOR261C	790	Fungi
466	YKL088W	91	Fungi
467	YIR005W	793	Fungi
468	YML024W	1	Saccharomyces cerevisiae
469	YAL029C	789	Fungi
470	YJR118C	204	Ascomycota
471	YGL151W	128	Fungi
472	YFR043C	162	Fungi
473	YBL034C	51	Ascomycota
474	YDR080W	744	Fungi
475	YMR154C	322	Fungi
476	RDN58-1	22	Fungi
477	YKL147C	1	Saccharomyces cerevisiae
478	YKL016C	745	Fungi
479	YOR328W	786	Fungi
480	YOR230W	349	Fungi
481	YPR033C	792	Fungi
482	YGR208W	579	Fungi
483	YJR133W	723	Fungi
484	YLR392C	38	Ascomycota
485	YMR173W	418	Fungi
486	YLL048C	775	Fungi
487	YDR539W	231	Fungi
488	YDR003W	131	Fungi
489	YGR249W	17	Fungi
490	YHR199C-A	1	Saccharomyces cerevisiae
491	YBR217W	648	Fungi
492	YMR247W-A	1	Saccharomyces cerevisiae
493	YGL185C	751	Fungi
494	YML071C	46	Saccharomycetales
495	YGR024C	717	Fungi
496	YDR208W	750	Fungi
497	YLR220W	684	Fungi
498	YOR134W	767	Fungi
499	YJL046W	697	Fungi
500	YGR100W	752	Fungi
501	YOR360C	688	Fungi
502	YKL127W	757	Fungi
503	YOL159C-A	2	Saccharomyces
504	YMR194W	1	Saccharomyces cerevisiae
505	YAL064W	1	Saccharomyces cerevisiae
506	YBR182C	7	Saccharomyces
507	YGL230C	6	Saccharomyces
508	YMR304W	746	Fungi
509	YMR235C	780	Fungi
510	YER139C	292	Fungi
511	YBL069W	708	Fungi
512	YER052C	747	Fungi
513	YGL167C	795	Fungi
514	YBR148W	6	Saccharomyces
515	YCR014C	603	Fungi
516	YPR170C	3	Saccharomycetales
517	YLR438C-A	790	Fungi
518	YGR087C	756	Fungi
519	YPR129W	524	Fungi
520	YDR333C	511	Fungi
521	YDR164C	770	Fungi
522	YPL181W	82	Fungi
523	YLR104W	407	Fungi
524	YBR050C	5	Saccharomyces
525	YPL024W	300	Fungi
526	YPR167C	733	Fungi
527	YER093C	728	Fungi
528	YIL012W	2	Saccharomyces
529	YPR043W	1	Saccharomyces cerevisiae
530	YGR032W	739	Fungi
531	YGL183C	1	Saccharomyces cerevisiae
532	YLR057W	429	Fungi
533	YFR056C	1	Saccharomyces cerevisiae
534	YBR128C	44	Fungi
535	YDR226W	792	Fungi
536	YGR001C	2	Saccharomyces cerevisiae
537	YER074W	1	Saccharomyces cerevisiae
538	YKR081C	768	Fungi
539	YDR119W	632	Fungi
540	YGL219C	643	Fungi
541	YLR019W	778	Fungi
542	YFR052W	748	Fungi
543	YHR049C-A	1	Saccharomyces cerevisiae
544	YGR222W	67	Ascomycota
545	YIL156W-B	1	Saccharomyces cerevisiae
546	YOR239W	2	Saccharomyces cerevisiae
547	YLR037C	31	Fungi
548	YMR310C	445	Fungi
549	YIL089W	6	Saccharomyces
550	YDR189W	792	Fungi
551	YHR131W-A	1	Saccharomyces cerevisiae
552	YMR155W	719	Fungi
553	YEL015W	517	Fungi
554	YHR188C	742	Fungi
555	YIR001C	656	Fungi
556	YBR196C	779	Fungi
557	YLR457C	37	Saccharomycetales
558	YLR250W	703	Fungi
559	YER049W	736	Fungi
560	YBR253W	66	Ascomycota
561	YLR240W	762	Fungi
562	YIL013C	786	Fungi
563	YGL066W	53	Fungi
564	YBR273C	278	Fungi
565	YGL104C	786	Fungi
566	YML095C	737	Fungi
567	YOL153C	622	Fungi
568	YGR187C	749	Fungi
569	YNL277W	757	Fungi
570	YNR052C	756	Fungi
571	YPL125W	736	Fungi
572	YOR082C	2	Fungi
573	YML100W-A	1	Saccharomyces cerevisiae
574	YKR022C	30	Saccharomycetaceae
575	YAL053W	696	Fungi
576	YOR072W-A	1	Saccharomyces cerevisiae
577	YPL093W	777	Fungi
578	YKL124W	662	Fungi
579	YDR332W	790	Fungi
580	YDL216C	563	Fungi
581	YOL109W	26	Fungi
582	YDL025C	793	Fungi
583	YOR352W	215	Ascomycota
584	YBR233W-A	544	Fungi
585	YLR167W	793	Fungi
586	YJL019W	71	Fungi
587	YMR184W	48	Ascomycota
588	YJL135W	1	Saccharomyces cerevisiae
589	YMR272C	745	Fungi
590	YJR068W	794	Fungi
591	YDL122W	634	Fungi
592	YGL232W	1	Saccharomyces cerevisiae
593	YCL033C	732	Fungi
594	YEL039C	747	Fungi
595	YMR114C	678	Fungi
596	YNR003C	777	Fungi
597	YDL103C	787	Fungi
598	YMR057C	3	Ascomycota
599	YIL114C	760	Fungi
600	YJL004C	567	Fungi
601	YBR163W	261	Fungi
602	YGL006W	792	Fungi
603	YIL055C	33	Saccharomycetales
604	YKL149C	753	Fungi
605	YMR088C	758	Fungi
606	YKL159C	83	Fungi
607	YLR279W	1	Saccharomyces cerevisiae
608	YDL091C	721	Fungi
609	YPR115W	52	Saccharomycetales
610	YHR016C	720	Fungi
611	YDL052C	777	Fungi
612	YIL065C	744	Fungi
613	YDL001W	785	Fungi
614	YIR016W	6	Saccharomycetaceae
615	YDR252W	748	Fungi
616	YDR538W	233	Fungi
617	YKR069W	715	Fungi
618	YCR071C	444	Fungi
619	YOR221C	392	Fungi
620	YGR179C	35	Saccharomycetaceae
621	YLR442C	49	Fungi
622	YFR002W	753	Fungi
623	YCL044C	61	Saccharomycetales
624	YML028W	776	Fungi
625	YDR406W	789	Fungi
626	YKL198C	757	Fungi
627	YER177W	791	Fungi
628	YLL018C	794	Fungi
629	YMR039C	49	Fungi
630	YGR237C	50	Saccharomycetales
631	YMR020W	703	Fungi
632	YIL099W	724	Fungi
633	YMR022W	794	Fungi
634	YIL039W	592	Fungi
635	YOR255W	36	Saccharomycetaceae
636	YDL198C	769	Fungi
637	YER093C-A	101	Ascomycota
638	YLR176C	400	Fungi
639	YCR099C	745	Fungi
640	YNL223W	695	Fungi
641	YMR072W	615	Fungi
642	YER018C	67	Fungi
643	YLR324W	655	Fungi
644	YBR291C	770	Fungi
645	YOL160W	1	Saccharomyces cerevisiae
646	YEL055C	706	Fungi
647	YGL158W	795	Fungi
648	YDL155W	784	Fungi
649	YMR208W	759	Fungi
650	YPR068C	788	Fungi
651	YDL072C	752	Fungi
652	YPR036W	758	Fungi
653	YBR295W	761	Fungi
654	YNL187W	347	Fungi
655	YHR149C	39	Saccharomycetales
656	YNL293W	778	Fungi
657	YEL017C-A	39	Fungi
658	YIL045W	37	Fungi
659	YMR276W	664	Fungi
660	YJR101W	668	Fungi
661	YMR142C	766	Fungi
662	YDR519W	770	Fungi
663	YNL178W	772	Fungi
664	YMR255W	18	Saccharomycetaceae
665	YKL128C	651	Fungi
666	YLR290C	719	Fungi
667	YIR032C	690	Fungi
668	YPL218W	1	Saccharomyces cerevisiae
669	YPR007C	48	Ascomycota
670	YNL110C	764	Fungi
671	YLR460C	750	Fungi
672	YGR036C	714	Fungi
673	YDR205W	469	Fungi
674	YMR044W	43	Ascomycota
675	YMR071C	567	Fungi
676	YBL011W	757	Fungi
677	YLR215C	749	Fungi
678	YPL031C	795	Fungi
679	YDR019C	744	Fungi
680	YLR226W	212	Fungi
681	YEL032W	792	Fungi
682	YGL257C	395	Fungi
683	YOL108C	502	Fungi
684	YPR182W	771	Fungi
685	YNL302C	1	Saccharomyces cerevisiae
686	YLR054C	72	Ascomycota
687	YDL083C	773	Fungi
688	YHR095W	1	Saccharomyces cerevisiae
689	YPL232W	784	Fungi
690	YBR056W	689	Fungi
691	YBR230W-A	21	Saccharomycetales
692	YDR201W	168	Fungi
693	YCR002C	794	Fungi
694	YKL180W	760	Fungi
695	YGR184C	709	Fungi
696	YLR087C	539	Fungi
697	YOR231W	795	Fungi
698	YCR024C-A	43	Fungi
699	YJR136C	126	Fungi
700	YIL095W	276	Fungi
701	YNL283C	120	Fungi
702	YCR069W	795	Fungi
703	YPR045C	737	Fungi
704	YKL001C	737	Fungi
705	YKR073C	2	Saccharomyces
706	YHR121W	337	Fungi
707	YOL030W	714	Fungi
708	YMR218C	278	Fungi
709	YDR148C	763	Fungi
710	YHR140W	235	Fungi
711	YOR107W	98	Ascomycota
712	YEL005C	38	Saccharomycetales
713	YBR176W	734	Fungi
714	YMR030W	7	Saccharomycetaceae
715	YMR036C	100	Fungi
716	YDR118W	55	Ascomycota
717	YDR009W	705	Fungi
718	YOL076W	219	Fungi
719	YNL305C	728	Fungi
720	YML059C	739	Fungi
721	YDR076W	132	Fungi
722	YDR512C	248	Fungi
723	YHR017W	118	Ascomycota
724	YAR008W	641	Fungi
725	YNL270C	763	Fungi
726	YNL199C	30	Saccharomycetales
727	YDL043C	741	Fungi
728	YHR072W-A	681	Fungi
729	YLL001W	786	Fungi
730	YBR103W	790	Fungi
731	YFL022C	789	Fungi
732	YJL145W	728	Fungi
733	YBR165W	36	Saccharomycetaceae
734	YHR006W	43	Ascomycota
735	YDR359C	181	Fungi
736	YHR038W	504	Fungi
737	YER091C-A	2	Saccharomyces
738	YJR011C	20	Saccharomycetaceae
739	YER080W	473	Fungi
740	YKR031C	721	Fungi
741	YJL071W	702	Fungi
742	YIL004C	1	Saccharomyces cerevisiae
743	YJR112W	485	Fungi
744	YIR029W	691	Fungi
745	YKL104C	779	Fungi
746	YLR095C	39	Saccharomycetales
747	YML029W	38	Saccharomycetales
748	YJR002W	688	Fungi
749	YEL037C	636	Fungi
750	YFR040W	702	Fungi
751	YEL021W	746	Fungi
752	YMR112C	80	Ascomycota
753	YNR073C	347	Fungi
754	YDL090C	786	Fungi
755	YGL245W	793	Fungi
756	YLR133W	754	Fungi
757	YBR161W	677	Fungi
758	YER051W	519	Fungi
759	YNL072W	766	Fungi
760	YBL012C	2	Saccharomycetales
761	YOL146W	727	Fungi
762	YFL028C	795	Fungi
763	YNL042W-B	3	Ascomycota
764	YHR032W	740	Fungi
765	YOR153W	788	Fungi
766	YMR281W	753	Fungi
767	YKL144C	769	Fungi
768	YGL019W	788	Fungi
769	YOR089C	794	Fungi
770	YLR342W-A	1	Saccharomyces cerevisiae
771	YMR169C	765	Fungi
772	YCR086W	211	Fungi
773	YGR071C	16	Saccharomycetaceae
774	YNL032W	612	Fungi
775	YCR028C-A	312	Fungi
776	YOR351C	795	Fungi
777	YLR278C	71	Ascomycota
778	YOR268C	1	Saccharomyces cerevisiae
779	YLR403W	96	Ascomycota
780	YDL071C	2	Saccharomyces
781	YFL050C	659	Fungi
782	YPR178W	795	Fungi
783	YMR185W	282	Fungi
784	YBR117C	755	Fungi
785	YDR293C	765	Fungi
786	Q0275	77	Fungi
787	YPL127C	640	Fungi
788	YOR273C	754	Fungi
789	YBR021W	694	Fungi
790	YIR033W	415	Fungi
791	YHR159W	57	Ascomycota
792	YPL152W	785	Fungi
793	YLR340W	790	Fungi
794	YPR003C	761	Fungi
795	YLR345W	765	Fungi
796	YLR069C	791	Fungi
797	YNL183C	683	Fungi
798	YOR376W-A	1	Saccharomyces cerevisiae
799	YLR204W	16	Fungi
800	YNR021W	592	Fungi
801	YBR233W	753	Fungi
802	YGL247W	758	Fungi
803	YKR020W	102	Fungi
804	YMR093W	784	Fungi
805	YKL046C	615	Fungi
806	YGR016W	59	Fungi
807	YDL145C	783	Fungi
808	YOR091W	769	Fungi
809	YKL152C	538	Fungi
810	YNR002C	737	Fungi
811	YHL033C	781	Fungi
812	YLR042C	7	Ascomycota
813	YDR469W	55	Fungi
814	YDR460W	711	Fungi
815	YMR181C	35	Saccharomycetaceae
816	YML027W	47	Fungi
817	YDR523C	795	Fungi
818	YDL009C	1	Saccharomyces cerevisiae
819	YFR001W	483	Fungi
820	YLR088W	732	Fungi
821	YHR125W	1	Saccharomyces cerevisiae
822	YCR042C	743	Fungi
823	YJL156W-A	1	Saccharomyces cerevisiae
824	YGR255C	752	Fungi
825	YDR370C	49	Fungi
826	YEL031W	793	Fungi
827	YOL058W	749	Fungi
828	YDR237W	751	Fungi
829	YLR382C	737	Fungi
830	YER061C	756	Fungi
831	YNR031C	727	Fungi
832	YOR011W-A	2	Ascomycota
833	YPR072W	741	Fungi
834	YBR189W	1	Saccharomyces cerevisiae
835	YMR149W	551	Fungi
836	YJR014W	742	Fungi
837	YAL060W	766	Fungi
838	YPR014C	1	Saccharomyces cerevisiae
839	YDR006C	209	Fungi
840	YHR184W	35	Fungi
841	YLR307C-A	14	Saccharomycetaceae
842	YHR043C	719	Fungi
843	YPL048W	756	Fungi
844	YJR021C	2	Saccharomyces cerevisiae
845	YLR431C	36	Saccharomycetaceae
846	YDL045W-A	523	Fungi
847	YDL237W	570	Fungi
848	YDL106C	321	Fungi
849	YJL137C	738	Fungi
850	YOR226C	773	Fungi
851	YOR234C	1	Saccharomyces cerevisiae
852	YKL087C	760	Fungi
853	YDL120W	738	Fungi
854	YPL259C	766	Fungi
855	YNL225C	39	Fungi
856	YDL238C	727	Fungi
